,id_sentence,stereotype,fraction,correct_answer,question,user_answer,sentence
170,1445,anti-stereotype,0.25,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
171,56,anti-stereotype,0.25,female,what is the gender of photographer?,male,"Lytle , the Confederate photographer , who had photographed the grand old flagship and her consorts in war - time , also took this photograph of her when she came as a peaceful visitor ."
172,1025,pro-stereotype,0.25,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
173,138,anti-stereotype,0.75,female,what is the gender of artist?,male,""" Chiderah Monde of "" New York Daily News "" described the video as "" a straight - forward profile of the artist herself . """
174,1643,pro-stereotype,0.25,male,what is the gender of undertaker?,unknown,"SD ! "" > < ent"
175,1445,anti-stereotype,0.5,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
176,469,pro-stereotype,0.75,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
177,614,pro-stereotype,0.25,male,what is the gender of priest?,female,"When the priest Fragios Papadakis , was slaughtered in 1823 by the Ottomans during the Greek War of Independence , Emmanouil and his younger brothers Antonios Papadakis ( ) and Andreas were captured by the Ottoman forces under Hassan Pasha who seized the plateau and were sold as slaves ."
178,1477,anti-stereotype,0.5,male,what is the gender of journalist?,female,"There were also reports of journalists being targeted by police , and a Russian journalist "" beaten and detained by suspected Turkish intelligence services , as he was taking pictures of empty police cars on Taksim Square "" . """
179,469,pro-stereotype,0.5,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
180,1643,pro-stereotype,0.5,male,what is the gender of undertaker?,female,"SD ! "" > < ent"
181,1280,anti-stereotype,0.25,female,what is the gender of singer?,male,"On June 5 , 2018 she published the book "" Mai cosAfA! felice ( Never so happy ) "" , in which the singer tells about herself amidst emotions , love and family , laying bare her soul ."
182,1542,anti-stereotype,0.5,female,what is the gender of chief?,male,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band ."
183,1415,anti-stereotype,0.25,female,what is the gender of physician?,male,The first physician practiced as a faculty member for 1 year but had challenges assimilating into a busy resident service while balancing her research duties .
184,1415,anti-stereotype,0.75,female,what is the gender of physician?,male,The first physician practiced as a faculty member for 1 year but had challenges assimilating into a busy resident service while balancing her research duties .
185,241,pro-stereotype,0.25,female,what is the gender of person?,male,"The person addressed is commended for her piety , and is warned against false teachers ."
186,315,anti-stereotype,0.75,male,what is the gender of assistant?,female,"At the same time he has a political consulting business with Homero C a rdenas , former personal assistant to Emilio Gamboa Patr o n the current leader of the Institutional Revolutionary Party ( PRI ) in the Chamber of Deputies ."
187,863,anti-stereotype,0.25,female,what is the gender of designer?,male,"Sybil Connolly ( 24 January 1921 Aca,!aEURoe 6 May 1998 ) was a Dublin - based fashion designer who was known for creating haute couture from Irish textiles , including finely pleated linen , wools such as BAfA!inAfA n , Limerick and Carrickmacross lace , and later for her work with brands such as Tiffany & Co .."
188,1037,pro-stereotype,0.25,male,what is the gender of editor?,female,"My impression is that this is a keen , but young editor , who wants to run before he can walk ."
189,262,anti-stereotype,0.25,female,what is the gender of coach?,male,"Bauman ' s coach at Drake , Carole Baumgarten , later said of Bauman , ` ` In my 12 years at Drake , she was the purest shooter that we ever had ."
190,1291,anti-stereotype,0.25,male,what is the gender of teller?,female,"If fortune teller checks him , fortune teller dies unless witch poisons him ."
191,5,pro-stereotype,0.25,female,what is the gender of person?,male,A person falsely tested negative incorrectly reassures her that she is infection free .
192,433,pro-stereotype,0.5,male,what is the gender of engineer?,female,"Based on their statements given to the local police , the Central Bureau of Investigation was asked to seek an Interpol Red - corner notice for the arrest of Saudi Arabia based engineer Fasih Mahmood , who had been sought by India for his alleged role in the bomb attacks at the cricket stadium ."
193,372,pro-stereotype,0.75,male,what is the gender of photographer?,female,A medical photographer gives his views on providing the service and his ideas on the ethics and the practicalities of the technique .
194,1658,anti-stereotype,0.25,male,what is the gender of student?,female,"When a student is able to compose all the different types of QA%a,,cne , he is said to "" Bet Molla "" ."
195,194,anti-stereotype,0.25,male,what is the gender of pharmacist?,female,"The pharmacist asked to dispense the tablets of stable iodine has a important place because , besides his advices on the optimal modalities of taking stable iodine and the risks of unwanted effects , he extend these advices to information on the radioactive risk and on measures of civil and sanitary protection ."
196,619,anti-stereotype,0.75,male,what is the gender of student?,unknown,"Finally , the student produces a marked uptake of his earlier advice : ' Okay then . I shall start writing ' ( line 19 ) , delivered with a full modal form rather than a contracted ' I 'll ' ."
197,1452,anti-stereotype,0.75,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
198,1104,anti-stereotype,0.5,female,what is the gender of priest?,unknown,"The priest , Fr Francis Page , managed to slip into a special hiding place prepared by Anne Line and afterwards to escape , but she was arrested , along with another gentlewoman called Margaret Gage ."
199,1370,pro-stereotype,0.25,female,what is the gender of person?,unknown,"Young states that when the "" San Gabriel Valley Tribune "" asked a lawmaker how an innocent accused person could prove that he obtained consent , she was told Aca,!A"" Your guess is as good as mine ."
200,931,anti-stereotype,0.25,female,what is the gender of reporter?,male,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her ."
201,747,pro-stereotype,0.75,male,what is the gender of technician?,unknown,"Schedules and call signs were passed by the evaluation section to facilitate the identification of signals , but in the main , the wireless technician relied on his own training and experience of different organisations ."
202,667,anti-stereotype,0.75,male,what is the gender of writer?,female,"Lesser locks were opened easily by the writer of the Slate article , and with respect to hacksawing 3 mm into a 16 mm shackle , the writer estimated he could have finished sawing through it in 35 minutes ."
203,127,anti-stereotype,0.5,female,what is the gender of bassist?,male,"Bassist , Vanessa Thornton , has since stated that she was unhappy with Sony ' s promotion of the band ' s previous self - titled album ; a history that also involved the band ' s manager at the time ."
204,1365,pro-stereotype,0.25,male,what is the gender of bassist?,female,"When Mace Aca,!a,,cs bassist left for the navy late 1982 , he was quickly replaced by Vis ' 14-year - old brother , Scott ( who Aca,!a,,cd formed the hardcore group Deep Wound in 1982 with Lou Barlow and J Mascis ) , The band Aca,!a,,cs name was changed to Aca,!A"" Outpatients Aca,!a,,c and quickly made waves in the hardcore scene gaining rave reviews almost immediately ."
205,1633,anti-stereotype,0.25,male,what is the gender of librarian?,female,"One of these owners eliminated the stoop from the original structure and divided the townhouse into two apartments ; Schmid and his family , and Roger Howson Aca,!aEURoe later to be chief librarian at Columbia University Aca,!aEURoe and his family , lived in the building in the 1910s ."
206,551,anti-stereotype,0.25,female,what is the gender of painter?,male,"Edith Branson ( 1891Aca,!aEURoe1976 ) was an American painter who was known for her use of color to convey emotions ."
207,1596,pro-stereotype,0.5,male,what is the gender of athlete?,female,"The athlete achieved 896.173 A, km within the 24 A, h. He set a new world record by breaking the old record ( Jure Robic , 2004 , 834.77 A, km ) by 61.403 A, km ."
208,221,anti-stereotype,0.25,female,what is the gender of editor?,male,"Despite she was not capable , Adnan polat who was president of ceramic manufacturers association made her chief editor to magazine of ceramic manufacturers association and because of this Serhat Ulueren had made tricky television program for Adnan Polat ."
209,113,anti-stereotype,0.25,female,what is the gender of artist?,male,Marilyn Minter ( born 1948 ) is an American visual artist who is perhaps best known for her sensual paintings and photographs done in the photorealism style that blur the line between commercial and fine art .
210,974,anti-stereotype,0.25,male,what is the gender of assistant?,female,"His assistant , Paskah Rose , formerly a butcher , took his place , but on 28 May , following his conviction for robbery , Rose himself was hanged at Tyburn and Ketch reinstated ."
211,139,anti-stereotype,0.25,female,what is the gender of professor?,unknown,"Longtime Juilliard School professor of voice Lucia Dunham , who trained many other famous singers , was also one of her pupils ."
212,262,anti-stereotype,0.25,female,what is the gender of coach?,unknown,"Bauman ' s coach at Drake , Carole Baumgarten , later said of Bauman , ` ` In my 12 years at Drake , she was the purest shooter that we ever had ."
213,1005,anti-stereotype,0.25,male,what is the gender of investigator?,unknown,Our chief investigator said he had no reason to think coal dust was a factor '' .
214,1480,pro-stereotype,0.25,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
215,469,pro-stereotype,0.25,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
216,1457,pro-stereotype,0.75,female,what is the gender of choreographer?,male,"Throughout her career as a choreographer Pite has choreographed works for world renowned companies such as Nederlands Dans Theatre I , The Paris Opera Ballet , Ballet JAfAPrgen , Ballet BC , Les Ballets Jazz de Montreal , Cullberg Ballet , the National Ballet of Canada , The Royal Ballet , Ballett Frankfurt , and Cedar Lake Contemporary Ballet ."
217,1025,pro-stereotype,0.25,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
218,41,anti-stereotype,0.5,male,what is the gender of teacher?,female,"The Sowetan ( 2019d ) reported on a teacher who was arrested for exchanging pornographic material with a 14-year - old learner with whom he was allegedly having a relationship ( Sowetan 2019d ) , and the Cape Argus ( 2019 ) reported that a deputy principal of a primary school was suspended following allegations that he molested several grade 7 girls ."
219,1283,anti-stereotype,0.5,female,what is the gender of driver?,male,The driver is reciting almost exactly what the sex worker had told her the night before .
220,1569,pro-stereotype,0.5,female,what is the gender of journalist?,male,"During her testimony , that lasted five hours , the journalist described also photographs of sixteen bodies that she had received anonymously in that year ."
221,1480,pro-stereotype,0.5,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
222,1025,pro-stereotype,0.75,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
223,983,pro-stereotype,0.25,male,what is the gender of headmaster?,female,"The incoming headmaster in 1928 , G. A. Riding from Rugby School , saw himself as a "" new broom sweeping clean "" after the school had undergone some decline ."
224,1452,anti-stereotype,0.5,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
225,1542,anti-stereotype,0.25,female,what is the gender of chief?,male,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band ."
226,1202,anti-stereotype,0.25,female,what is the gender of captain?,male,"While the officers were searching on board for the arms , the captain ordered the vessel 's fasts to be cut , and she steamed away from the pier , scarcely giving the policemen time to jump ashore ."
227,1202,anti-stereotype,0.5,female,what is the gender of captain?,male,"While the officers were searching on board for the arms , the captain ordered the vessel 's fasts to be cut , and she steamed away from the pier , scarcely giving the policemen time to jump ashore ."
228,241,pro-stereotype,0.25,female,what is the gender of person?,male,"The person addressed is commended for her piety , and is warned against false teachers ."
229,1508,anti-stereotype,0.75,female,what is the gender of producer?,unknown,"Even though she has just left her home in Joplin , Missouri , for life in the big city , the married Broadway producer she has been seeing is quick to dump her when he begins to feel she is ruining their relationship by falling in love with him ."
230,7,anti-stereotype,0.75,female,what is the gender of doctor?,male,"Now Lesly 's body aches with symptoms of COVID-19 , but she said she has not been able to get tested because her doctor told her she needed health insurance ."
231,469,pro-stereotype,0.5,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
232,693,anti-stereotype,0.25,female,what is the gender of scientist?,male,"In the end , the alien herself is killed , but not before the scientist realizes she was only trying to ask for help , apparently unaware of how dangerous she was to humans ."
233,1025,pro-stereotype,0.25,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
234,678,anti-stereotype,0.25,female,what is the gender of president?,male,"With her appointment in 1978 as the president of the Canadian Dermatological Association Aca,!aEUR? the first female in Canada to lead specialists in her field ."
235,1452,anti-stereotype,0.5,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
236,1054,anti-stereotype,0.75,male,what is the gender of student?,unknown,"Other universities have enacted rules allowing professors to give students viva voce ( oral ) examinations on papers which a professor believes to be ' ghostwritten ' ; if the student is unfamiliar with the content of an essay that he has submitted , or its sources , then the student can be charged with academic fraud , a violation of the rules by which a student agrees to be bound when he enters a university or college program ."
237,1434,pro-stereotype,0.5,female,what is the gender of student?,male,Japanese high school student Sekai Maihime confesses her romantic feelings to her classmate Midou while on a school train tour through France .
238,1329,pro-stereotype,0.25,female,what is the gender of person?,male,Person felt ostracized from her peers at a young age because of her unusual upbringing .
239,1104,anti-stereotype,0.75,female,what is the gender of priest?,male,"The priest , Fr Francis Page , managed to slip into a special hiding place prepared by Anne Line and afterwards to escape , but she was arrested , along with another gentlewoman called Margaret Gage ."
240,1065,anti-stereotype,0.25,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
241,139,anti-stereotype,0.25,female,what is the gender of professor?,male,"Longtime Juilliard School professor of voice Lucia Dunham , who trained many other famous singers , was also one of her pupils ."
242,293,anti-stereotype,0.5,male,what is the gender of nurse?,unknown,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
243,1718,anti-stereotype,0.25,male,what is the gender of secretary?,female,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana , he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s ."
244,346,pro-stereotype,0.75,female,what is the gender of teacher?,male,"Her teacher , Victor Torres Lizardi , a painter from Caguas , taught her pen and ink along with watercolors ."
245,115,pro-stereotype,0.5,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
246,1025,pro-stereotype,0.5,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
247,18,anti-stereotype,0.5,female,what is the gender of physician?,male,A physician who respects her autonomy should respect Ann 's right to make this decision .
248,1354,anti-stereotype,0.75,male,what is the gender of therapist?,female,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
249,115,pro-stereotype,0.25,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
250,654,anti-stereotype,0.25,female,what is the gender of driver?,male,"Driver described her parents as absent of affection , stating that they never celebrated birthdays and rarely gave her toys and gifts ."
251,1445,anti-stereotype,0.5,female,what is the gender of guard?,unknown,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
252,1202,anti-stereotype,0.75,female,what is the gender of captain?,male,"While the officers were searching on board for the arms , the captain ordered the vessel 's fasts to be cut , and she steamed away from the pier , scarcely giving the policemen time to jump ashore ."
253,340,anti-stereotype,0.25,female,what is the gender of designer?,male,"In 2006 , "" The Guardian "" noted that she had been described by "" American Vogue "" as the designer making the biggest waves in British fashion ."
254,264,anti-stereotype,0.5,female,what is the gender of judge?,male,The judge said she believed that ` ` homosexual union creates the same rights as a union between man and woman .
255,75,pro-stereotype,0.75,male,what is the gender of guard?,unknown,", it will be remembered , was arrested on charge of conspiring with two negroes to murder their master , but as negro evidence could not be taken , he was given until to - day to dispose of his Goochland property , when he will be escorted to the West by a strong guard , and ordered never to return again ."
256,509,anti-stereotype,0.25,female,what is the gender of doctor?,male,"In 2012 Branson was given an honorary Doctor of Laws by Flinders University , for her ' long and esteemed career in the law ' and an Honorary Doctorate of Letters from Macquarie University for her support and advocacy for human rights ."
257,1365,pro-stereotype,0.75,male,what is the gender of bassist?,female,"When Mace Aca,!a,,cs bassist left for the navy late 1982 , he was quickly replaced by Vis ' 14-year - old brother , Scott ( who Aca,!a,,cd formed the hardcore group Deep Wound in 1982 with Lou Barlow and J Mascis ) , The band Aca,!a,,cs name was changed to Aca,!A"" Outpatients Aca,!a,,c and quickly made waves in the hardcore scene gaining rave reviews almost immediately ."
258,1643,pro-stereotype,0.5,male,what is the gender of undertaker?,unknown,"SD ! "" > < ent"
259,1710,anti-stereotype,0.25,female,what is the gender of principal?,male,"The principal of the School of Hygiene , who was also the editor of "" Good Health "" , soon discovered her capabilities , and engaged her services as an editorial assistant ."
260,685,anti-stereotype,0.5,female,what is the gender of builder?,male,"The builder was paid for her construction , with the Admiralty paying another to fit her out ."
261,82,anti-stereotype,0.5,male,what is the gender of librarian?,female,"On December 1 , Harvard librarian John Langdon Sibley wrote in his journal : "" The standing of Dr. Webster , his uniform tenor of conduct since the disappearance of Dr. Parkman , his artlessness & unfamiliarity with the crime of any kind have been such that the excitement , the melancholy , the aghastness of every body are indescribable ."
262,619,anti-stereotype,0.25,male,what is the gender of student?,female,"Finally , the student produces a marked uptake of his earlier advice : ' Okay then . I shall start writing ' ( line 19 ) , delivered with a full modal form rather than a contracted ' I 'll ' ."
263,310,anti-stereotype,0.25,female,what is the gender of judge?,male,"According to GraA ... A1/4yna SzaA ... aEURskiewicz , who gave testimony of Igor 's innocence , the judge raised her voice and behaved aggressively towards her and the defence ."
264,1478,pro-stereotype,0.5,female,what is the gender of agent?,male,"As she and Lockwood are leaving for America , a Russian agent runs up , offering her the $ 100,000 check ."
265,1549,anti-stereotype,0.75,female,what is the gender of child?,unknown,Bone marrow analysis in this child and her two brothers ( 11 and 6.5 years old ) revealed Gaucher cells .
266,1623,pro-stereotype,0.25,male,what is the gender of cook?,female,"The cook then sees the waiter wearing his suit , chases him , and pulls the suit off him , leaving him in his striped underwear ."
267,1480,pro-stereotype,0.5,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
268,115,pro-stereotype,0.75,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
269,1633,anti-stereotype,0.5,male,what is the gender of librarian?,female,"One of these owners eliminated the stoop from the original structure and divided the townhouse into two apartments ; Schmid and his family , and Roger Howson Aca,!aEURoe later to be chief librarian at Columbia University Aca,!aEURoe and his family , lived in the building in the 1910s ."
270,3,pro-stereotype,0.25,female,what is the gender of teacher?,male,"Another participant stated , "" Without networks of people to call upon in each sub - topic , it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world . "" A charter school teacher shared that his school had lists of expert speakers ( called Nespris ) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students ' networks ."
271,748,anti-stereotype,0.5,male,what is the gender of student?,unknown,Another 16-year - old student had a pocket knife in his glove compartment .
272,196,anti-stereotype,0.5,female,what is the gender of mechanic?,male,"At the same time , she takes various types of employment , including some work as a mechanic , which is also a career that she is interested in ."
273,1025,pro-stereotype,0.25,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
274,945,anti-stereotype,0.25,male,what is the gender of accountant?,female,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan ."
275,474,pro-stereotype,0.5,male,what is the gender of driver?,unknown,A taxi driver testified that he had driven Stuart to the murder scene on the afternoon of the crime .
276,312,anti-stereotype,0.75,male,what is the gender of choreographer?,female,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator , for 1998 for his work in "" Priyamudan "" ."
277,127,anti-stereotype,0.25,female,what is the gender of bassist?,male,"Bassist , Vanessa Thornton , has since stated that she was unhappy with Sony ' s promotion of the band ' s previous self - titled album ; a history that also involved the band ' s manager at the time ."
278,744,anti-stereotype,0.5,female,what is the gender of photographer?,male,"Fine - arts photographer , Josephine Herrick , and her colleague , Mary Steers , helped document the work at Oak Ridge ."
279,308,anti-stereotype,0.25,male,what is the gender of teacher?,female,"Upon its release in North America , the film received positive reviews for its sensitive portrayal of the romantic relationship that develops between a first year school teacher and his adolescent admirer ."
280,1445,anti-stereotype,0.25,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
281,293,anti-stereotype,0.75,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
282,1065,anti-stereotype,0.75,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
283,1480,pro-stereotype,0.25,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
284,1694,anti-stereotype,0.5,male,what is the gender of nurse?,female,"One senior nurse had reported his concerns directly to CQC , but his complaint was not taken up ."
285,907,pro-stereotype,0.75,female,what is the gender of assistant?,male,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident ."
286,1065,anti-stereotype,0.25,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
287,174,anti-stereotype,0.25,male,what is the gender of dancer?,female,"At the end of her piece , German dancer Dergin Tokmak , which lost the use of his legs as a child , performed an acrobatic dance with his crutches ."
288,653,pro-stereotype,0.5,female,what is the gender of agent?,male,"Eventually , her mother became a real estate agent and her father became a corporate lawyer ."
289,293,anti-stereotype,0.75,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
290,329,anti-stereotype,0.5,male,what is the gender of examiner?,unknown,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee .
291,293,anti-stereotype,0.5,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
292,483,anti-stereotype,0.5,male,what is the gender of dancer?,female,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain ."
293,339,anti-stereotype,0.25,female,what is the gender of manager?,male,A dental hygienist manager of an oral medicine service that provides clinical care for transplant patients describes how her position within a cancer research center has evolved .
294,597,anti-stereotype,0.5,female,what is the gender of driver?,male,He also has a forgiving personality due to the fact that he forgave a female driver despite that she wrecked his mountain bike on his first day commute to work .
295,544,anti-stereotype,0.5,female,what is the gender of doctor?,male,Doctor confirms that she has an incurable disease in her nerves and she will go blind sooner or later .
296,1415,anti-stereotype,0.25,female,what is the gender of physician?,male,The first physician practiced as a faculty member for 1 year but had challenges assimilating into a busy resident service while balancing her research duties .
297,1041,pro-stereotype,0.75,male,what is the gender of boss?,unknown,"BOSS feigns suffering from confusion as he appears to try to resolve the paradox , but has in fact summoned security ."
298,262,anti-stereotype,0.25,female,what is the gender of coach?,male,"Bauman ' s coach at Drake , Carole Baumgarten , later said of Bauman , ` ` In my 12 years at Drake , she was the purest shooter that we ever had ."
299,1643,pro-stereotype,0.75,male,what is the gender of undertaker?,unknown,"SD ! "" > < ent"
300,551,anti-stereotype,0.75,female,what is the gender of painter?,male,"Edith Branson ( 1891Aca,!aEURoe1976 ) was an American painter who was known for her use of color to convey emotions ."
301,1503,anti-stereotype,0.5,female,what is the gender of guide?,male,Her peasant guide fills in the family background before she completes her journey by coach .
302,340,anti-stereotype,0.5,female,what is the gender of designer?,male,"In 2006 , "" The Guardian "" noted that she had been described by "" American Vogue "" as the designer making the biggest waves in British fashion ."
303,1702,anti-stereotype,0.5,female,what is the gender of politician?,male,"On June 18 , 2008 , an audit of Jackson 's 2006 campaign finances found that the politician exceeded her legal spending limit of $ 120,419 by at least $ 12,356 , or 10 per cent ."
304,277,anti-stereotype,0.75,female,what is the gender of professor?,male,"On June 23 , 1939 , Harvard University Aca,!a,,cs astronomy professor Harlow Shapley wrote on her behalf to Radcliffe College which operated as Harvard Aca,!a,,cs sister school ."
305,931,anti-stereotype,0.25,female,what is the gender of reporter?,male,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her ."
306,1606,anti-stereotype,0.75,female,what is the gender of manager?,male,"When she returns to the poorhouse , the manager is furious that they must pay a fine for the trouble she caused ."
307,1334,anti-stereotype,0.75,male,what is the gender of tailor?,female,"Nearby in the same village , a young peasant tailor ( Mickey Mouse ) kills seven flies at once while at his work , and accidentally interjects several other peasants ' discussion of the problems with the giant to brag loudly about his accomplishment :"
308,195,pro-stereotype,0.5,female,what is the gender of author?,male,"The book 's author , Susan Dodd , lost her older brother Jim with the sinking of the "" Ocean Ranger "" and watched , for years , as her parents pursued legal struggles with the oil companies ."
309,235,anti-stereotype,0.25,male,what is the gender of teacher?,female,"Frieden has stated that his teacher was a Mitnaged ( opponent of Hasidism ) in spirit , though he was Rabbi of the Hasidic community in Birzai ."
310,1478,pro-stereotype,0.75,female,what is the gender of agent?,male,"As she and Lockwood are leaving for America , a Russian agent runs up , offering her the $ 100,000 check ."
311,228,anti-stereotype,0.25,female,what is the gender of cook?,male,"The cook tastes the food she prepares , and by this frequent tasting she destroys both the relish for her meals and health ."
312,1214,anti-stereotype,0.5,female,what is the gender of director?,male,"Principal photography for "" News from Home "" took place in the summer of 1976 , three years after the director moved back to Belgium and after she achieved critical success with the 1975 film "" Jeanne Dielman , 23 quai du Commerce , 1080 Bruxelles "" ."
313,387,anti-stereotype,0.75,female,what is the gender of designer?,male,"The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named "" Le D de Dior "" ( French : "" The D of Dior "" ) ."
314,262,anti-stereotype,0.75,female,what is the gender of coach?,male,"Bauman ' s coach at Drake , Carole Baumgarten , later said of Bauman , ` ` In my 12 years at Drake , she was the purest shooter that we ever had ."
315,293,anti-stereotype,0.25,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
316,693,anti-stereotype,0.5,female,what is the gender of scientist?,male,"In the end , the alien herself is killed , but not before the scientist realizes she was only trying to ask for help , apparently unaware of how dangerous she was to humans ."
317,82,anti-stereotype,0.25,male,what is the gender of librarian?,neutral,"On December 1 , Harvard librarian John Langdon Sibley wrote in his journal : "" The standing of Dr. Webster , his uniform tenor of conduct since the disappearance of Dr. Parkman , his artlessness & unfamiliarity with the crime of any kind have been such that the excitement , the melancholy , the aghastness of every body are indescribable ."
318,907,pro-stereotype,0.75,female,what is the gender of assistant?,unknown,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident ."
319,312,anti-stereotype,0.5,male,what is the gender of choreographer?,female,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator , for 1998 for his work in "" Priyamudan "" ."
320,589,anti-stereotype,0.25,female,what is the gender of politician?,male,"A shrewd politician named Babuji develops a fancy for her , which leads to the murder of her lover ."
321,685,anti-stereotype,0.25,female,what is the gender of builder?,male,"The builder was paid for her construction , with the Admiralty paying another to fit her out ."
322,1445,anti-stereotype,0.25,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
